timeStamp,averageExecutionTime,medianOfFlowDuration,maxFlowDuration,flowDurationList,avgCpuByProcess,medianOfCpuByProcess,maxCpuByProcess,cpuByProcessList,avgDiskByProcess,medianOfDiskByProcess,maxDiskByProcess,diskByProcessList,avgMemByProcess,medianOfMemByProcess,maxMemByProcess,memByProcessList,percentageHeap,medianOfHeap,maxHeap,percentHeapList,percentageWorkerThreads,medianOfWorkerThreads,maxWorkerThreads,percentWorkerThreadsList,avgInBufferSize,medianOfInBuffer,maxInBuffer,inBufferSizeList,percentageOutBuffer,medianOfOutBuffer,maxOutBuffer,percentOutBufferList,avgSystemCpuJmx,medianOfSystemCpu,maxSystemCpu,systemCpuJmxList
Jan 13-- 2021 5:58:52 AM,14050.6,14014,17014,13325;16443;17014;14014;9457;,0.397155822,0.499,0.524,0.5236033231016787;0.498711887041199;0.16915225580912135;,1597778953,1.60E+09,1600538969,1600538969;1596704604;1596093285;,49,49,49,49.0;49.0;49.0;,0.676392072,0.714,0.771,0.5437772970698805;0.7143489764264378;0.7710499418497876;,21.33333333,21,22,21.0;22.0;21.0;,0,0,0,0;0;0;,1.128888889,0.72,2.547,0.12;2.5466666666666664;0.72;,0.404119859,0.508,0.531,0.5308770571729675;0.507522011546816;0.17396050862720558;
Jan 13-- 2021 6:00:56 AM,15509.2,15863,16976,15508;16976;15863;16381;12818;,0.412101189,0.501,0.553,0.5010251939071714;0.5534991883780104;0.18177918505548907;,1623329636,1.62E+09,1625529369,1625529369;1623220446;1621239093;,49,49,49,49.0;49.0;49.0;,0.152464916,0.114,0.252,0.09180189936123964;0.11387794688811209;0.25171490225374427;,22.33333333,22,23,22.0;22.0;23.0;,0.333333333,0,1,0;1;0;,2.164444444,1.147,4.76,1.1466666666666667;0.5866666666666667;4.760000000000001;,0.415554565,0.501,0.56,0.501023395762905;0.5603072101665227;0.1853330879511912;
Jan 13-- 2021 6:02:59 AM,13446,13824,14304,13130;13824;13840;14304;12132;,0.175753677,0.176,0.176,0.17575367731189712;,1650996528,1.65E+09,1650996528,1650996528;,49,49,49,49.0;,0.340271504,0.34,0.34,0.34027150425127206;,24,24,24,24.0;,0,0,0,0;,2.666666667,2.667,2.667,2.666666666666667;,0.178535456,0.179,0.179,0.17853545586570374;
Jan 13-- 2021 6:05:00 AM,12051.6,11723,14950,11723;14950;12138;10719;10728;,0.195788997,0.196,0.196,0.19578899718812148;,1677808762,1.68E+09,1677808762,1677808762;,49,49,49,49.0;,0.243650028,0.244,0.244,0.24365002754984116;,25,25,25,25.0;,0,0,0,0;,3.066666667,3.067,3.067,3.0666666666666664;,0.198523824,0.199,0.199,0.19852382371412536;
Jan 13-- 2021 6:07:10 AM,14779.4,14501,16108,14259;13966;15063;16108;14501;,0.331005332,0.331,0.476,0.47643401293314674;0.18557665129433099;,1712479503,1.71E+09,1712992166,1712992166;1711966839;,49,49,49,49.0;49.0;,0.474210207,0.474,0.598,0.597550626876227;0.35086978700986304;,25.5,25.5,26,26.0;25.0;,0,0,0,0;0;,0.326666667,0.327,0.653,0.0;0.6533333333333333;,0.33372796,0.334,0.48,0.4803142703968524;0.18714165010009276;
Jan 13-- 2021 6:09:12 AM,14412.8,14563,14719,14719;14156;14563;14047;14579;,0.260726804,0.261,0.313,0.3133821225079682;0.20807148570848852;,1740911465,1.74E+09,1741522523,1741522523;1740300406;,49,49,49,49.0;49.0;,0.557755566,0.558,0.61,0.6096280641620822;0.5058830679799573;,26.5,26.5,27,27.0;26.0;,0,0,0,0;0;,1.9,1.9,3,3.0;0.8;,0.261128766,0.261,0.311,0.311391829436794;0.2108657024737792;
Jan 13-- 2021 6:11:25 AM,17666.4,18973,20336,19479;20336;18355;18973;11189;,0.284987323,0.285,0.374,0.37409256765279414;0.19588207740125937;,1768652959,1.77E+09,1770155853,1770155853;1767150064;,49,49,49,49.0;49.0;,0.624524046,0.625,0.634,0.6154517609503153;0.6335963319393411;,27.5,27.5,28,27.0;28.0;,4.5,4.5,9,0;9;,1.753333333,1.753,2.787,0.72;2.7866666666666666;,0.289428529,0.289,0.379,0.37920996768906157;0.19964709025848226;
Jan 13-- 2021 6:13:43 AM,13129,13261,15399,13261;12773;15399;14325;9887;,0.324255077,0.324,0.458,0.45844803338613394;0.19006212009657594;,1798716683,1.80E+09,1799063341,1799063341;1798370024;,49,49,49,49.0;49.0;,0.153604516,0.154,0.218,0.21849560651157302;0.08871342549568154;,28.5,28.5,29,28.0;29.0;,7.5,7.5,15,0;15;,1.573333333,1.573,2.68,0.46666666666666673;2.68;,0.32841611,0.328,0.464,0.4637419523779863;0.19309026756270797;
Jan 13-- 2021 6:16:04 AM,14452.8,13961,16843,16843;12976;15265;13961;13219;,0.36611686,0.36,0.553,0.5527107998093647;0.36008973211129086;0.18555004854089716;,1827252910,1.83E+09,1827749450,1827749450;1827367676;1826641604;,49,49,49,49.0;49.0;49.0;,0.30627935,0.267,0.441,0.2674160028300309;0.4411525212972715;0.21026952548142197;,30,30,31,30.0;29.0;31.0;,5.333333333,0,16,0;0;16;,2.995555556,2.56,5.147,2.56;1.28;5.1466666666666665;,0.368399092,0.366,0.551,0.5510403742162839;0.36598196151962314;0.18817494016171843;
Jan 13-- 2021 6:18:22 AM,14181.6,14116,14461,13863;14425;14116;14043;14461;,0.335457433,0.335,0.472,0.47211630833383716;0.1987985572847253;,1852514361,1.85E+09,1853242240,1853242240;1851786482;,49,49,49,49.0;49.0;,0.434257727,0.434,0.478,0.3906899808936294;0.4778254727382056;,31,31,31,31.0;31.0;,3,3,6,6;0;,3.92,3.92,5.053,5.053333333333334;2.7866666666666666;,0.338888999,0.339,0.476,0.475540348692001;0.20223764994467242;
Jan 13-- 2021 6:20:30 AM,14342.8,14524,15248,13235;14637;15248;14070;14524;,0.330098878,0.33,0.439,0.43864198561059486;0.2215557699056278;,1883537043,1.88E+09,1884424789,1884424789;1882649296;,49,49,49,49.0;49.0;,0.561777912,0.562,0.583,0.5401098354322241;0.5834459884286953;,31.5,31.5,32,31.0;32.0;,0,0,0,0;0;,1.786666667,1.787,2.907,0.6666666666666667;2.9066666666666667;,0.330522478,0.331,0.437,0.4365912179534611;0.2244537381092654;
Jan 13-- 2021 6:22:43 AM,13700,13631,14735,14735;13454;12437;13631;14243;,0.360140491,0.36,0.514,0.5139133234383406;0.2063676584666188;,1915248424,1.92E+09,1915607377,1915607377;1914889471;,49,49,49,49.0;49.0;,0.617825949,0.618,0.728,0.5073617472757461;0.7282901505665839;,32,32,32,32.0;32.0;,0,0,0,0;0;,1.426666667,1.427,2.853,0.0;2.8533333333333335;,0.361473211,0.361,0.514,0.5138304207164038;0.20911600083656612;
Jan 13-- 2021 6:25:16 AM,18444.2,17437,20474,20226;17127;20474;16957;17437;,0.363164339,0.363,0.531,0.5309825292467383;0.19534614858202246;,1950216639,1.95E+09,1950618632,1950618632;1949814645;,49,49,49,49.0;49.0;,0.634296963,0.634,0.862,0.4069385130125933;0.8616554133644408;,33.5,33.5,34,33.0;34.0;,0,0,0,0;0;,1.633333333,1.633,2.987,0.27999999999999997;2.986666666666667;,0.36958186,0.37,0.542,0.5415827022132422;0.19758101747134627;
Jan 13-- 2021 6:27:32 AM,12789.2,13939,16235,12517;13939;14416;16235;6839;,0.374037615,0.374,0.526,0.5263133284358331;0.22176190200539608;,1980817641,1.98E+09,1981076164,1981076164;1980559118;,49,49,49,49.0;49.0;,0.378023311,0.378,0.461,0.4612121169403434;0.2948345048112103;,35,35,36,34.0;36.0;,1,1,2,0;2;,2.146666667,2.147,2.547,1.7466666666666666;2.5466666666666664;,0.37677576,0.377,0.528,0.5280946036953197;0.2254569172544788;
Jan 13-- 2021 6:32:26 AM,18030.6,18941,21411,17696;21411;19976;18941;12129;,0.494241889,0.494,0.769,0.768939174488593;0.21954460311953705;,2037476868,2.04E+09,2039041248,2039041248;2035912488;,49.5,49.5,50,50.0;49.0;,0.511706644,0.512,0.616,0.6156068225790887;0.4078064661377209;,36,36,36,36.0;36.0;,2.5,2.5,5,0;5;,0.693333333,0.693,0.907,0.48;0.9066666666666667;,0.506470228,0.506,0.79,0.789847592566004;0.2230928636010442;
Jan 13-- 2021 6:34:44 AM,14548.8,14832,16860,15688;11980;14832;16860;13384;,0.467744019,0.489,0.699,0.6990952853902117;0.4889412450267473;0.21519552723486343;,2068107062,2.07E+09,2069367604,2069367604;2068625109;2066328474;,50,50,50,50.0;50.0;50.0;,0.691945965,0.696,0.726,0.6544780719483831;0.7255423969386683;0.6958174273721386;,37.33333333,37,38,37.0;37.0;38.0;,7,9,12,0;9;12;,0.782222222,0.6,1.613,0.13333333333333333;1.6133333333333333;0.6;,0.469211311,0.491,0.698,0.6984499574188783;0.4911725338887486;0.21801144273894013;
Jan 13-- 2021 6:37:00 AM,15572.2,16172,17407,17407;16172;16672;13438;14172;,0.325858982,0.326,0.435,0.43481061272158766;0.21690735215207796;,2100655972,2.10E+09,2101898308,2101898308;2099413635;,50,50,50,50.0;50.0;,0.749398394,0.749,0.793,0.7059916459166397;0.7928051419249613;,39,39,39,39.0;39.0;,19,19,24,24;14;,2.526666667,2.527,4.64,0.41333333333333333;4.64;,0.331196859,0.331,0.443,0.4427209980147673;0.219672719759745;
Jan 13-- 2021 6:39:28 AM,16209.8,16750,18844,15720;18844;17579;12156;16750;,0.43512471,0.501,0.59,0.5903868266756319;0.5005393783050955;0.21444792368929316;,2137940446,2.14E+09,2139256823,2139256823;2138313468;2136251047;,51,51,51,51.0;51.0;51.0;,0.404135802,0.436,0.499,0.43597682071124505;0.49923785806741866;0.27719272744985873;,40,40,40,40.0;40.0;40.0;,14.66666667,14,19,11;14;19;,2.031111111,0.76,4.6,0.7333333333333333;0.76;4.6;,0.438548081,0.503,0.596,0.5957629960642182;0.5025987929205331;0.2172824550966428;
Jan 13-- 2021 6:42:43 AM,17672.2,18313,19500,19266;17829;18313;13453;19500;,0.523693108,0.603,0.66,0.5726756544201973;0.63341119629297;0.6595983158778522;0.22908726660053336;,2172321208,2.17E+09,2174474076,2174474076;2173206903;2171578996;2170024856;,51,51,51,51.0;51.0;51.0;51.0;,0.472848495,0.487,0.613,0.5083734081728212;0.4655238572325163;0.6133994380984686;0.304097276633408;,40.5,40.5,41,41.0;41.0;40.0;40.0;,20.75,18,32,15;32;18;18;,1.436666667,1.273,2.24,2.2399999999999998;1.3066666666666666;0.96;1.24;,0.531054263,0.613,0.666,0.5860335169427942;0.6398021198109685;0.6662957746519834;0.2320856405909245;
Jan 13-- 2021 6:45:29 AM,20566.6,20798,21720,20532;21720;20798;21329;18454;,0.515976083,0.572,0.738,0.5719960331457548;0.737692346407986;0.23823986839966;,2211976522,2.21E+09,2213499581,2213499581;2212100698;2210329288;,50,50,50,50.0;50.0;50.0;,0.586328582,0.598,0.649,0.5115213979244907;0.6490229972143896;0.5984413509829518;,41,41,41,41.0;41.0;41.0;,0,0,0,0;0;0;,1.817777778,1.96,2.987,1.96;2.986666666666667;0.5066666666666666;,0.529609845,0.585,0.762,0.5854294172850244;0.7621459256908829;0.24125419282996208;
Jan 13-- 2021 6:48:48 AM,64667.8,65221,65800,65221;65800;64236;65252;62830;,0.238382296,0.238,0.238,0.23838229585917398;,2243689128,2.24E+09,2243689128,2243689128;,50,50,50,50.0;,0.8811754,0.881,0.881,0.8811754004752617;,42,42,42,42.0;,0,0,0,0;,1.146666667,1.147,1.147,1.1466666666666667;,0.244185924,0.244,0.244,0.24418592418504337;
Jan 13-- 2021 6:52:04 AM,43976.8,51611,52080,51940;51049;51611;52080;13204;,0.187172533,0.187,0.307,0.06777265127878014;0.30657241425005816;,2283963074,2.28E+09,2285371702,2285371702;2282554446;,50,50,50,50.0;50.0;,0.39016189,0.39,0.47,0.3099837695933807;0.47034001044268514;,43,43,43,43.0;43.0;,2.5,2.5,5,0;5;,1.32,1.32,1.667,0.9733333333333334;1.6666666666666667;,0.190999573,0.191,0.314,0.06848852804127992;0.3135106170340478;
Jan 13-- 2021 6:55:25 AM,55905.2,56424,56877,56424;56862;55986;56877;53377;,0.455786528,0.5,0.61,0.6101664906756464;0.5002622065947355;0.256930887460587;,2315045232,2.32E+09,2316168954,2316168954;2315647825;2313318917;,50,50,50,50.0;50.0;50.0;,0.574694866,0.565,0.599,0.5993666972769609;0.5648982047273088;0.5598196946150839;,45,45,46,45.0;46.0;44.0;,0,0,0,0;0;0;,3.044444444,3.28,4.987,3.2800000000000002;4.986666666666666;0.8666666666666666;,0.462877367,0.516,0.612,0.6124402227736371;0.5157889757855657;0.2604029037984401;
Jan 13-- 2021 6:58:42 AM,27088.4,16563,47127,15219;14672;16563;47127;41861;,0.279350734,0.279,0.279,0.27935073412802686;,2349839738,2.35E+09,2349839738,2349839738;,50,50,50,50.0;,0.581322054,0.581,0.581,0.5813220537679906;,46,46,46,46.0;,0,0,0,0;,1.866666667,1.867,1.867,1.866666666666667;,0.284151681,0.284,0.284,0.28415168051190687;
Jan 13-- 2021 7:01:57 AM,23566.4,18766,46017,15875;18766;18392;18782;46017;,0.412748674,0.413,0.55,0.5498427062508247;0.27565464151305025;,2386744105,2.39E+09,2387640317,2387640317;2385847893;,50,50,50,50.0;50.0;,0.275984172,0.276,0.282,0.2703157426800381;0.281652601893778;,47.5,47.5,48,47.0;48.0;,0,0,0,0;0;,2.28,2.28,3.253,1.3066666666666666;3.253333333333333;,0.416561124,0.417,0.553,0.5532033765663054;0.27991887129126825;
Jan 13-- 2021 7:09:03 AM,39415,21637,68857,21637;20265;18351;67965;68857;,0.472736769,0.559,0.615,0.5594198280613047;0.6150918382955567;0.2436986405421674;,2454720792,2.45E+09,2456550924,2456550924;2453984318;2453627133;,50,50,50,50.0;50.0;50.0;,0.557234372,0.533,0.619,0.5332302649791437;0.5193528014892653;0.6191200499913859;,48.33333333,48,49,48.0;48.0;49.0;,12,0,36,0;0;36;,1.48,1.56,1.573,1.3066666666666666;1.5599999999999998;1.5733333333333333;,0.478752599,0.569,0.619,0.5692769479072319;0.6188937198534405;0.24808712814397757;
Jan 13-- 2021 7:12:50 AM,80590,80377,82081,80377;78643;81581;82081;80268;,0.518665118,0.485,0.961,0.4634803727338752;0.6991457547340965;0.6480727146521478;0.4845441037623488;0.0420932264025683;0.960634908816887;0.33268474590994596;,2485834209,2.49E+09,2489148093,2489148093;2488302216;2487600733;2485980101;2484507959;2482650442;2482649921;,50.42857143,50,51,51.0;51.0;51.0;50.0;50.0;50.0;50.0;,0.546783404,0.668,0.805,0.33416407481592203;0.1683769186178892;0.2698085537856557;0.6679392441061489;0.8052109739533796;0.7802799812649096;0.801704079222051;,50,49,54,49.0;49.0;50.0;50.0;49.0;54.0;49.0;,7.857142857,4,22,1;1;4;4;1;22;22;,2.12952381,1,5.173,0.10666666666666667;1.0;4.293333333333333;5.173333333333333;3.6933333333333334;0.06666666666666667;0.5733333333333334;,0.528921732,0.484,0.986,0.4509207511050628;0.7319937048373142;0.6661348438569767;0.4841735073928779;0.04356010785251973;0.9855212220190595;0.34014798350179254;
Jan 13-- 2021 7:16:25 AM,60802.4,60987,61642,59503;61642;60362;60987;61518;,0.575252615,0.625,0.797,0.5722499218252813;0.7972691028738562;0.6775389538111724;0.2539524806450718;,2524597088,2.52E+09,2527309531,2527309531;2524234566;2523844613;2522999640;,51,51,51,51.0;51.0;51.0;51.0;,0.416948889,0.4,0.58,0.28720881150463434;0.5796051853700684;0.49974630349848453;0.3012352558122364;,51.25,51.5,52,50.0;51.0;52.0;52.0;,13.5,13,21,7;9;21;17;,1.023333333,0.387,3.253,0.26666666666666666;0.5066666666666666;3.253333333333333;0.06666666666666667;,0.580959219,0.63,0.806,0.5789279422601648;0.8059978176172131;0.6801850716496602;0.25872604464204185;
Jan 13-- 2021 7:20:04 AM,62972.2,63066,65358,63066;62342;60135;63960;65358;,0.506269331,0.555,0.739,0.6762957201138237;0.7393809539615268;0.693207079011014;0.5549370221684523;0.5047006162589007;0.04149620768821964;0.333867721297233;,2558860917,2.56E+09,2561901191,2561901191;2561097230;2560371158;2559526185;2558189276;2556225211;2554716166;,51,51,51,51.0;51.0;51.0;51.0;51.0;51.0;51.0;,0.503698119,0.494,0.633,0.4765406314431413;0.5200016385646745;0.5340734692333328;0.6329998604225209;0.49405012369111956;0.4461964988837316;0.4220246129655238;,51.42857143,51,53,51.0;52.0;51.0;53.0;52.0;51.0;50.0;,11.71428571,3,38,2;3;2;38;5;2;30;,1.24952381,0.56,3.333,0.08;0.0;1.5333333333333332;3.2;3.3333333333333335;0.5599999999999999;0.04;,0.514074511,0.562,0.754,0.688331947492947;0.7542458720357104;0.7013336818302669;0.5622428064583678;0.5060066229865456;0.042929102475437686;0.34343154632933726;
Jan 12-- 2021 7:16:41 AM,11591.2,11845,13282,12766;13282;11360;8703;11845;,0.148832661,0.195,0.197,0.15441583303194154;0.1954094433861994;0.195391753144189;0.1969423518225439;0.0020039211331552616;,3800536754,3.80E+09,3801569347,3801569347;3800958041;3800486103;3800239627;3799430653;,52,52,52,52.0;52.0;52.0;52.0;52.0;,0.100350119,0.056,0.252,0.05613473493119308;0.2523979809235709;0.014815397967674468;0.1574533659335724;0.020949116611369487;,2.2,2,3,2.0;2.0;2.0;3.0;2.0;,0,0,0,0;0;0;0;0;,1.696,2.067,4.107,0.08;2.0666666666666664;2.1733333333333333;0.05333333333333334;4.1066666666666665;,0.150119621,0.189,0.2,0.1598731461054932;0.18855455401017096;0.19932250584868216;0.19992169572091534;0.002926201400997419;
Jan 12-- 2021 7:18:39 AM,11756.2,11812,14031,14031;12328;11812;11688;8922;,0.239542533,0.285,0.35,0.3502573596901921;0.27041813850389856;0.3003552113119958;0.03713942267159591;,3812879116,3.81E+09,3814872524,3814872524;3813051415;3812493396;3811099130;,52,52,52,52.0;52.0;52.0;52.0;,0.138482501,0.089,0.301,0.07481776276357043;0.3006070319617452;0.08239040730206156;0.09611480164783058;,3,3,3,3.0;3.0;3.0;3.0;,0,0,0,0;0;0;0;,2.586666667,3.1,4.08,0.06666666666666667;4.066666666666666;2.1333333333333333;4.08;,0.238544494,0.283,0.35,0.34962584770536076;0.26489783878740314;0.3013242162181886;0.0383300732754952;
Jan 12-- 2021 7:20:21 AM,13419,13282,15452,15452;13282;11047;11938;15376;,0.369597951,0.392,0.576,0.49698348286405714;0.3695489734480975;0.2769448556265712;0.41369166909411903;0.5756165562575881;0.08480217143887764;,3829991052,3.83E+09,3832274951,3832274951;3831061052;3830334967;3829826139;3829050863;3827398341;,52,52,52,52.0;52.0;52.0;52.0;52.0;52.0;,0.194305077,0.201,0.349,0.2685361464442226;0.07077689760180113;0.17450319280550552;0.2275868686200478;0.349008783099252;0.07541857425595466;,4.166666667,4,5,4.0;4.0;4.0;5.0;4.0;4.0;,0,0,0,0;0;0;0;0;0;,0.771111111,0.133,2.093,0.13333333333333333;0.13333333333333333;2.08;2.0933333333333337;0.09333333333333334;0.09333333333333334;,0.373630246,0.396,0.579,0.49706465722971815;0.37101258286681715;0.2861421154976169;0.4219848292282635;0.5787042560578294;0.08687303578610439;
Jan 12-- 2021 7:22:19 AM,14035.2,13423,15938,12923;13423;15938;14735;13157;,0.401630054,0.415,0.639,0.532377606251681;0.6392794603060797;0.313634037157544;0.39496374305503923;0.4359588549207591;0.09356662056935258;,3856980951,3.86E+09,3862288234,3862288234;3858154627;3856428325;3855939990;3855152413;3853922117;,52,52,52,52.0;52.0;52.0;52.0;52.0;52.0;,0.251591957,0.225,0.372,0.3718189773212822;0.22386303394456133;0.2105753424421145;0.2900587520768157;0.2261119928592732;0.18712364535558734;,5.333333333,5,6,5.0;5.0;5.0;6.0;6.0;5.0;,0,0,0,0;0;0;0;0;0;,1.566666667,1.153,4.12,0.13333333333333333;0.12;2.1733333333333333;4.12;2.7333333333333334;0.12;,0.403744058,0.416,0.639,0.5322645054934558;0.6392891973536807;0.32376801289469215;0.3927559892163198;0.4393389299175897;0.09504771036477265;
Jan 12-- 2021 7:24:17 AM,11563.4,11331,13422,13422;11922;10360;11331;10782;,0.358638752,0.409,0.578,0.5782324143036248;0.4090057380665238;0.08867810318341306;,3879593779,3.88E+09,3880389552,3880389552;3879536387;3878855397;,52,52,52,52.0;52.0;52.0;,0.285389174,0.297,0.308,0.2519852095045046;0.30760395865307344;0.296578353807796;,6,6,6,6.0;6.0;6.0;,0,0,0,0;0;0;,2.168888889,2.213,4.12,0.17333333333333334;4.12;2.2133333333333334;,0.36302245,0.409,0.589,0.5894549710416765;0.4092139468305112;0.09039843180989206;
Jan 12-- 2021 7:25:58 AM,13382.2,13469,14142,12892;13517;14142;12891;13469;,0.313209626,0.355,0.421,0.4214817602023284;0.3679099215234701;0.3422819352675386;0.12116488896706254;,3897626707,3.90E+09,3898840866,3898840866;3898270546;3896970566;3896424848;,52,52,52,52.0;52.0;52.0;52.0;,0.318070278,0.303,0.445,0.22239299816115424;0.2220968002386083;0.4448134404562464;0.38297787395222294;,7.25,7,8,7.0;7.0;7.0;8.0;,0,0,0,0;0;0;0;,1.366666667,1.46,2.36,2.3066666666666666;0.18666666666666668;0.6133333333333334;2.36;,0.320786063,0.357,0.447,0.44697297705936523;0.37110137928995157;0.3423012431527056;0.12276865326199837;
Jan 12-- 2021 7:27:55 AM,13072.6,12955,15125,12955;15125;14783;12938;9562;,0.389634528,0.428,0.581,0.5811526762984759;0.4274299132618715;0.4287808247773293;0.12117469594368133;,3917521354,3.92E+09,3920281572,3920281572;3917976758;3916422110;3915404975;,52,52,52,52.0;52.0;52.0;52.0;,0.349407221,0.346,0.415,0.3555784634039071;0.4151580772952076;0.33688758859481904;0.2900047541632781;,8,8,8,8.0;8.0;8.0;8.0;,0,0,0,0;0;0;0;,0.71,0.233,2.28,0.09333333333333334;0.2533333333333333;0.21333333333333335;2.2800000000000002;,0.391941992,0.431,0.582,0.5821412676654518;0.4308040556562608;0.43192598493736467;0.12289666001773414;
Jan 12-- 2021 7:29:53 AM,14457.2,15173,16282,15767;15173;13110;16282;11954;,0.456479999,0.456,0.82,0.8196126836783038;0.5173819251615012;0.45630514892004237;0.3670456566741609;0.12205458090452177;,3939599766,3.94E+09,3942623084,3942623084;3941507567;3939338025;3937677311;3936852844;,52,52,52,52.0;52.0;52.0;52.0;52.0;,0.495453823,0.499,0.598,0.4639246988012346;0.5984453590311958;0.5338642704171789;0.4992804039864807;0.381754380737485;,9.6,10,10,9.0;9.0;10.0;10.0;10.0;,1.6,2,3,2;0;3;3;0;,1.064,0.56,2.24,0.12;0.18666666666666668;2.2133333333333334;2.2399999999999998;0.5599999999999999;,0.459205765,0.458,0.82,0.819621959542004;0.5218808321671701;0.45751130172317067;0.3732695294834093;0.12374520050827875;
Jan 12-- 2021 7:31:53 AM,12294,12609,13360,13360;12563;12798;12609;10140;,0.302296966,0.363,0.418,0.4176036738800544;0.3630863280655914;0.126200895742541;,3962297327,3.96E+09,3963849079,3963849079;3961827110;3961215791;,52,52,52,52.0;52.0;52.0;,0.463251064,0.441,0.581,0.581277826296655;0.4414053930803417;0.367069972487656;,10.33333333,10,11,10.0;10.0;11.0;,0,0,0,0;0;0;,0.995555556,0.467,2.253,0.46666666666666673;0.26666666666666666;2.2533333333333334;,0.30470855,0.368,0.419,0.418961682704908;0.36788593205156095;0.12727803442214292;
Jan 12-- 2021 7:33:52 AM,12744.2,12157,14641,12047;14641;12813;12157;12063;,0.359887353,0.465,0.488,0.48755230431794266;0.46463103092277186;0.12747872492675136;,3987757679,3.99E+09,3988681893,3988681893;3987722154;3986868989;,52,52,52,52.0;52.0;52.0;,0.593359159,0.579,0.716,0.5794406835243517;0.484239261822191;0.7163975320062441;,11.33333333,11,12,11.0;12.0;11.0;,0,0,0,0;0;0;,1.795555556,2.52,2.56,0.3066666666666667;2.56;2.52;,0.363640634,0.47,0.492,0.4916747904855535;0.47042054539985145;0.12882656502058165;
Jan 12-- 2021 7:35:52 AM,13953.6,14813,15578,15578;15297;14813;11704;12376;,0.419709582,0.451,0.647,0.6467358911315366;0.3910248485579686;0.5113326028527737;0.12974498461014955;,4010928334,4.01E+09,4012429438,4012429438;4011309825;4010452564;4009521510;,52,52,52,52.0;52.0;52.0;52.0;,0.725401341,0.774,0.801,0.7970374316052183;0.8010678233319967;0.7508219820495055;0.5526781284414117;,12.25,12,13,12.0;12.0;13.0;12.0;,0,0,0,0;0;0;0;,0.866666667,0.393,2.373,0.3066666666666667;0.45333333333333337;2.373333333333333;0.33333333333333337;,0.426506317,0.464,0.647,0.6467409693669708;0.3900924227882471;0.5382311283687273;0.13096074913940936;
Jan 12-- 2021 7:37:57 AM,11360,12451,13113,13113;12532;12451;11751;6953;,0.295938027,0.296,0.455,0.45528017114729363;0.13659588266709347;,4035860111,4.04E+09,4036680221,4036680221;4035040000;,52,52,52,52.0;52.0;,0.712353457,0.712,0.733,0.691916192452674;0.7327907212907431;,13.5,13.5,14,13.0;14.0;,0,0,0,0;0;,0.553333333,0.553,0.733,0.37333333333333335;0.7333333333333333;,0.298026153,0.298,0.458,0.4582548551726321;0.13779745090245255;
Jan 12-- 2021 7:39:59 AM,13997.2,13188,16953,13157;12844;16953;13844;13188;,0.419750656,0.385,0.672,0.5678122575622445;0.3428534766441226;0.6721908497631796;0.38476959259771804;0.13112710480642537;,4058740594,4.06E+09,4062590020,4062590020;4059050801;4058419015;4057221513;4056421622;,52,52,52,52.0;52.0;52.0;52.0;52.0;,0.178585231,0.181,0.268,0.26834353520067467;0.19555034842794766;0.06925030117083003;0.1810330143402679;0.17874895514500053;,14.6,15,15,14.0;15.0;15.0;15.0;14.0;,1.4,0,7,0;7;0;0;0;,1.650666667,0.76,4.36,0.36;4.36;2.413333333333333;0.76;0.36;,0.420221008,0.377,0.679,0.5683298532268877;0.34457359070475;0.6790440086716348;0.3767816457924285;0.13237594218737148;
Jan 12-- 2021 7:42:03 AM,13909.8,14048,14719,14048;13328;14219;14719;13235;,0.369098533,0.457,0.51,0.5096980754422018;0.45707320228807463;0.1405243213902433;,4081945194,4.08E+09,4082654882,4082654882;4082141958;4081038742;,52,52,52,52.0;52.0;52.0;,0.324194983,0.358,0.384,0.35845928973089236;0.383803297272311;0.23032236339684972;,15.33333333,15,16,16.0;15.0;15.0;,0,0,0,0;0;0;,1.324444444,0.733,2.84,2.8400000000000003;0.7333333333333333;0.4;,0.372630045,0.461,0.515,0.5145732614836174;0.4608880408931072;0.14242883338500645;
Jan 12-- 2021 7:44:01 AM,13250.6,12798,14938,12798;14938;12750;13345;12422;,0.349229659,0.404,0.437,0.40834620914871134;0.4003143073423631;0.43650879084559724;0.15174932899223625;,4106495941,4.11E+09,4107488738,4107488738;4107070100;4106167744;4105257183;,52,52,52,52.0;52.0;52.0;52.0;,0.319138434,0.319,0.401,0.27948631711909083;0.40104655036694165;0.23756928448891929;0.35845158341390304;,17,17,18,16.0;17.0;18.0;17.0;,0,0,0,0;0;0;0;,2.59,2.7,4.427,2.88;0.5333333333333333;4.426666666666667;2.52;,0.348924966,0.403,0.436,0.40248490237608736;0.4027643595955652;0.43629053425390374;0.15416006683946215;
Jan 12-- 2021 7:46:07 AM,14104.2,13955,16595,13845;16079;16595;13955;10047;,0.280667706,0.281,0.4,0.39989060717338726;0.1614448044509551;,4138574953,4.14E+09,4140053252,4140053252;4137096654;,52,52,52,52.0;52.0;,0.432407357,0.432,0.573,0.5728776344949275;0.2919370791796467;,17.5,17.5,18,17.0;18.0;,0,0,0,0;0;,1.553333333,1.553,2.667,0.44;2.666666666666667;,0.285735055,0.286,0.408,0.40831789161898624;0.1631522175706546;
